galaxy,r_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms,D_Mpc,D_err_Mpc,i_deg,i_err_deg,L36_tot,M_HI,L36_disk,L36_bulge
NGC0055,11.66,86.2,4.1,43.95,0.0,36.23,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,12.28,86.1,6.2,44.71,0.0,35.41,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,12.89,87.4,2.5,45.88,0.0,34.67,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0055,13.5,86.5,5.5,48.0,0.0,33.61,2.11,0.11,77.0,3.0,4.628,1.565,,
NGC0247,1.08,34.6,0.9,22.18,0.0,2.87,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,1.61,47.0,0.8,29.63,0.0,4.22,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,2.15,59.1,3.1,34.54,0.0,5.53,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,2.7,64.4,1.4,38.17,0.0,7.02,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,3.22,67.4,2.3,41.49,0.0,8.74,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,3.77,69.8,0.7,44.33,0.0,10.74,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,4.31,71.3,1.1,46.65,0.0,12.87,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,4.85,73.2,1.7,48.71,0.0,14.02,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,5.38,75.1,3.0,50.36,0.0,14.25,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,5.92,78.5,3.8,51.67,0.0,15.4,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,6.46,81.4,5.0,52.6,0.0,17.47,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,6.99,83.5,7.0,53.23,0.0,20.12,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,7.53,87.1,7.2,53.67,0.0,23.34,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,8.07,90.7,4.8,54.09,0.0,25.63,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,8.62,93.1,1.4,54.75,0.0,27.36,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,9.14,95.9,2.1,55.29,0.0,29.31,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,9.69,98.4,5.2,55.46,0.0,31.5,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,10.23,101.0,8.2,55.35,0.0,33.45,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,10.76,103.0,9.4,54.98,0.0,35.18,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,11.3,104.0,9.4,54.45,0.0,36.44,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,11.84,105.0,8.9,53.82,0.0,37.01,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,12.38,105.0,8.4,53.2,0.0,37.01,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,12.91,105.0,9.0,52.54,0.0,36.33,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,13.48,106.0,8.4,51.7,0.0,35.29,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,14.01,108.0,7.7,50.9,0.0,34.03,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0247,14.54,107.0,9.2,50.18,0.0,32.65,3.7,0.19,74.0,3.0,7.332,1.746,,
NGC0300,0.91,33.1,3.9,31.52,0.0,0.0,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,1.36,46.7,2.7,37.5,0.0,0.0,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,1.82,53.9,4.7,42.04,0.0,0.0,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,2.27,58.8,2.5,46.16,0.0,2.86,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,2.72,65.6,2.6,48.37,0.0,7.4,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,3.17,70.8,2.7,49.78,0.0,8.38,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,3.63,82.1,4.9,50.48,0.0,8.42,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,4.08,84.1,6.6,50.65,0.0,9.19,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,4.54,83.4,6.2,50.39,0.0,12.0,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,4.99,81.5,2.7,49.84,0.0,12.98,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,5.45,80.8,4.0,49.05,0.0,13.57,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,5.9,82.8,12.4,48.12,0.0,15.44,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,6.36,88.2,11.7,47.07,0.0,20.16,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,6.81,88.5,8.5,45.98,0.0,24.2,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,7.26,88.4,8.9,44.86,0.0,27.05,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,7.71,88.2,10.8,43.73,0.0,28.23,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,8.17,89.5,3.1,42.59,0.0,27.84,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,8.62,89.7,9.5,41.5,0.0,26.95,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,9.07,93.7,7.3,40.45,0.0,26.46,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,9.53,97.0,5.7,39.41,0.0,26.26,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,9.96,96.2,1.5,38.5,0.0,25.18,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,10.45,94.8,2.1,37.5,0.0,24.1,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,10.93,92.5,13.9,36.62,0.0,23.02,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,11.32,92.8,10.6,35.97,0.0,22.03,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0300,11.8,93.5,12.1,35.19,0.0,21.74,2.08,0.1,42.0,10.0,2.922,0.936,,
NGC0801,1.17,123.0,6.2,183.66,0.0,2.58,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,1.56,142.0,6.2,210.66,0.0,3.43,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,1.96,205.0,6.2,232.37,0.0,4.28,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,2.73,228.0,6.2,264.64,0.0,5.96,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,3.52,238.0,6.2,281.54,0.0,7.61,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,10.59,229.0,4.2,269.17,0.0,23.2,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,17.65,225.0,6.9,243.6,0.0,37.46,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,24.61,220.0,4.0,226.69,0.0,47.21,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,31.67,222.0,2.4,219.45,0.0,59.26,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,38.74,219.0,4.1,202.4,0.0,61.77,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,45.8,214.0,4.7,183.36,0.0,58.45,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,52.86,216.0,2.6,169.7,0.0,58.96,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0801,59.82,216.0,8.8,158.21,0.0,66.89,80.7,8.07,80.0,1.0,312.57,23.201,,
NGC0891,0.92,234.0,12.0,121.44,254.98,-5.19,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,2.32,192.0,12.0,280.89,185.98,-10.42,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,3.24,212.0,6.3,325.09,158.37,-11.44,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,4.17,223.0,4.41,311.44,139.66,-11.64,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,5.1,222.0,4.01,293.95,126.35,-11.54,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,6.03,224.0,3.85,280.55,116.3,-11.44,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,6.96,224.0,3.23,271.7,108.06,-9.02,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,7.89,226.0,3.4,260.33,101.6,6.44,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,8.8,226.0,3.21,254.4,96.17,16.24,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,9.73,227.0,2.75,241.26,91.46,25.64,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,10.64,227.0,2.65,231.49,87.46,32.27,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,11.58,224.0,2.35,224.36,83.84,35.44,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,12.52,220.0,2.43,213.5,80.63,42.18,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,13.46,218.0,2.3,208.0,77.76,46.37,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,14.4,217.0,2.77,200.84,75.18,49.33,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,15.33,216.0,4.43,193.84,72.86,49.33,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,16.27,210.0,4.47,188.07,70.73,47.29,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC0891,17.11,208.0,4.35,182.56,68.97,45.04,9.91,0.5,90.0,1.0,138.34,4.462,,
NGC2403,0.16,24.5,2.83,23.21,0.0,0.0,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.26,35.3,2.46,35.33,0.0,0.0,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.36,43.2,1.12,46.97,0.0,1.92,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.46,52.0,1.25,56.68,0.0,2.29,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.56,60.9,2.93,63.77,0.0,2.64,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.66,65.8,1.25,67.56,0.0,3.0,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.76,71.7,1.25,70.83,0.0,3.34,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.86,74.6,1.6,72.8,0.0,3.68,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,0.96,74.6,1.03,74.87,0.0,4.02,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.06,76.6,1.12,77.12,0.0,4.37,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.16,78.5,1.6,79.47,0.0,4.75,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.27,83.4,1.8,82.18,0.0,5.15,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.36,86.4,1.6,85.19,0.0,5.51,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.47,87.4,1.41,87.94,0.0,5.76,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.57,90.3,1.41,90.77,0.0,5.98,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.67,93.3,1.6,93.98,0.0,6.21,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.77,93.3,1.41,96.86,0.0,6.42,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.87,95.2,1.25,99.21,0.0,6.61,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,1.97,97.2,1.6,101.42,0.0,6.81,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.08,99.1,2.02,103.79,0.0,7.01,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.18,98.2,2.02,106.07,0.0,7.27,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.28,98.2,1.6,106.73,0.0,7.54,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.37,98.2,1.0,106.19,0.0,7.81,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.47,97.2,1.12,105.57,0.0,8.25,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.57,98.2,1.41,105.08,0.0,8.77,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.68,98.2,1.12,104.39,0.0,9.31,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.78,98.2,1.6,103.8,0.0,9.95,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.88,99.1,2.69,103.16,0.0,10.97,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,2.98,100.0,2.69,102.68,0.0,11.96,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.08,102.0,3.16,102.46,0.0,13.06,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.19,101.0,3.4,102.29,0.0,14.06,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.29,101.0,3.4,102.51,0.0,15.05,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.39,103.0,2.93,102.82,0.0,16.15,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.49,107.0,2.46,103.06,0.0,17.15,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.59,110.0,2.46,102.95,0.0,18.14,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.69,112.0,3.4,103.12,0.0,19.24,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.79,114.0,5.1,102.93,0.0,20.24,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.9,118.0,5.1,102.5,0.0,21.03,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,3.99,118.0,4.85,101.99,0.0,21.83,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,4.47,118.0,5.36,99.49,0.0,25.72,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,4.97,121.0,2.57,97.06,0.0,27.81,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,5.47,124.0,0.22,94.4,0.0,29.41,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,5.96,125.0,0.88,91.13,0.0,30.7,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,6.46,126.0,0.45,87.9,0.0,31.7,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,6.96,126.0,0.55,84.95,0.0,33.29,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,7.45,126.0,0.45,81.98,0.0,34.99,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,7.95,126.0,0.24,79.11,0.0,36.58,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,8.45,127.0,1.45,76.42,0.0,38.38,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,8.94,128.0,1.12,74.09,0.0,39.97,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,9.44,128.0,1.68,71.75,0.0,41.47,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,9.94,127.0,2.56,69.58,0.0,42.57,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,10.43,127.0,1.24,67.61,0.0,43.96,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,10.93,128.0,0.21,65.75,0.0,45.06,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,11.43,130.0,1.13,64.12,0.0,45.76,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,11.92,130.0,2.23,62.55,0.0,46.15,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,12.42,132.0,2.68,61.06,0.0,46.65,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,12.92,133.0,2.68,59.67,0.0,46.95,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,13.42,133.0,3.37,58.37,0.0,46.75,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,13.91,133.0,3.81,57.26,0.0,46.25,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,14.41,133.0,2.56,56.12,0.0,45.95,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,14.91,134.0,0.56,55.05,0.0,45.66,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,15.4,134.0,0.79,54.06,0.0,45.26,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,15.9,133.0,0.67,53.11,0.0,44.76,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,16.4,134.0,2.35,52.26,0.0,44.16,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,16.89,134.0,4.13,51.43,0.0,43.36,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,17.39,136.0,3.91,50.61,0.0,42.67,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,17.89,136.0,6.38,49.84,0.0,41.87,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,18.38,135.0,8.39,49.16,0.0,41.07,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,18.88,133.0,7.83,48.46,0.0,40.27,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,19.38,134.0,6.26,47.78,0.0,39.87,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,19.87,136.0,5.6,47.15,0.0,39.87,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,20.37,135.0,5.24,46.52,0.0,39.87,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2403,20.87,134.0,3.12,45.97,0.0,39.87,3.16,0.16,63.0,3.0,10.041,3.199,,
NGC2683,2.89,189.0,10.0,203.92,89.57,7.68,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,5.77,212.0,5.0,229.24,63.44,21.36,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,8.66,206.0,5.0,197.87,51.78,17.89,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,11.54,200.0,5.0,185.0,44.86,24.41,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,14.43,172.0,12.0,159.52,40.12,25.8,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,17.31,190.0,10.0,143.29,36.63,25.8,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,20.2,169.0,10.0,130.86,33.91,23.72,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,23.08,150.0,10.0,121.26,31.72,20.53,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,28.85,160.0,10.0,107.36,28.37,17.48,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,31.74,155.0,10.0,102.03,27.05,16.5,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2683,34.62,151.0,12.0,97.49,25.9,15.67,9.81,0.49,80.0,5.0,80.415,1.406,,
NGC2841,3.44,285.0,14.4,163.4,239.5,-0.57,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,3.77,297.0,13.6,171.13,229.25,-0.57,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,4.13,303.0,8.47,180.88,219.24,-0.43,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,4.47,306.0,5.93,188.37,210.91,-0.1,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,4.8,307.0,5.93,194.64,203.54,-0.19,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,5.13,304.0,8.47,200.57,196.88,-0.28,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,5.48,308.0,8.47,206.64,190.44,-0.38,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,5.83,313.0,12.7,211.29,184.57,-0.48,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,6.16,314.0,9.32,215.14,179.57,-0.53,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,6.51,315.0,6.78,221.84,174.68,3.83,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,6.86,317.0,8.47,227.72,170.15,8.02,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,7.18,320.0,7.63,231.73,166.32,12.15,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,7.51,316.0,20.5,235.48,162.63,16.24,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,7.85,318.0,23.4,239.96,159.08,20.27,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,8.21,321.0,8.48,243.42,155.54,24.66,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,8.57,323.0,8.66,245.15,152.23,27.1,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,8.9,321.0,12.7,245.8,149.38,29.42,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,9.24,323.0,11.0,245.24,146.61,31.74,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,9.6,323.0,10.4,244.14,143.83,34.31,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,9.93,322.0,13.6,243.64,141.42,36.63,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,10.27,321.0,13.6,243.6,139.06,38.95,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,10.6,323.0,9.32,243.38,136.88,41.02,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,10.93,322.0,11.9,243.08,134.8,43.22,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,11.27,321.0,11.0,242.44,132.75,45.42,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,12.31,323.0,4.24,237.3,127.02,52.25,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,14.35,319.0,4.24,222.06,117.64,56.77,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,16.4,308.0,4.24,207.98,110.04,51.89,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,18.48,299.0,5.66,196.87,103.67,48.35,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,20.57,299.0,5.66,185.72,98.26,54.45,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,22.51,298.0,5.66,176.98,93.93,63.61,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,24.59,296.0,5.66,168.93,89.87,66.17,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,26.68,293.0,4.24,161.21,86.28,61.9,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,28.77,289.0,4.24,153.59,83.08,58.85,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,30.7,289.0,4.24,147.56,80.43,57.01,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,32.79,288.0,4.24,141.95,77.82,57.38,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,34.88,285.0,4.24,136.82,75.46,60.43,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,36.96,283.0,2.83,132.38,73.3,64.09,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,38.9,275.0,2.83,128.66,71.45,66.9,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,40.99,272.0,2.83,124.87,69.61,68.61,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,43.08,271.0,2.83,121.52,67.9,68.98,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,45.16,274.0,4.24,118.47,66.31,67.76,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,47.1,277.0,4.24,115.75,64.93,65.19,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,49.19,281.0,4.24,113.11,63.54,62.26,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,51.27,286.0,4.24,110.59,62.24,60.55,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,53.36,282.0,4.24,108.3,61.01,60.55,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,55.3,283.0,4.24,106.31,59.93,62.39,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,57.38,288.0,5.66,104.23,58.83,64.95,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,59.47,287.0,5.66,102.32,57.79,67.27,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,61.56,289.0,7.07,100.51,56.8,68.49,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2841,63.64,294.0,7.07,98.76,55.86,68.73,14.1,1.4,76.0,10.0,188.121,9.775,,
NGC2915,0.34,13.5,10.1,44.78,0.0,4.08,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,0.67,31.3,12.5,48.88,0.0,7.65,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,1.0,35.3,13.4,46.82,0.0,10.36,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,1.34,50.5,9.38,43.88,0.0,11.92,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,1.68,61.0,10.1,40.74,0.0,12.33,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,2.01,66.5,11.9,38.01,0.0,12.44,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,2.34,74.4,11.6,35.66,0.0,12.54,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,2.67,83.0,9.17,33.66,0.0,12.44,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,3.01,86.4,7.66,31.74,0.0,12.13,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,3.35,83.6,8.18,29.95,0.0,12.02,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,3.68,79.8,7.93,28.46,0.0,12.54,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,4.02,82.8,6.95,27.13,0.0,13.47,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,4.35,83.5,7.19,25.93,0.0,14.61,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,4.68,80.4,7.85,24.93,0.0,15.44,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,5.02,80.3,7.57,24.0,0.0,15.86,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,5.35,82.1,7.92,23.2,0.0,15.86,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,5.69,82.4,8.33,22.42,0.0,15.65,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,6.03,80.9,7.88,21.74,0.0,15.44,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,6.36,79.0,6.15,21.15,0.0,15.65,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,6.69,81.4,6.11,20.57,0.0,16.27,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,7.02,79.7,5.59,20.07,0.0,17.1,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,7.36,77.5,6.33,19.59,0.0,17.83,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,7.7,79.9,6.41,19.12,0.0,17.93,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,8.03,81.5,7.86,18.72,0.0,18.24,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,8.37,82.2,7.82,18.33,0.0,18.65,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,8.7,82.0,7.09,17.95,0.0,18.97,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,9.03,84.7,5.74,17.62,0.0,19.38,4.06,0.2,56.0,4.0,0.641,0.508,,
